timestep,time,price [EUR/kWh],grid power [kW],ext.load [kW],feed-in [kW],battery power [kW],bat. stored energy [kWh],flex min [kW],flex base [kW],flex max [kW],sum CS power,# occupied CS,CS_golf_0,CS_sprinter_0
223,2018-01-03 07:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
224,2018-01-03 08:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
225,2018-01-03 08:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,186.0,0,1,0,0
226,2018-01-03 08:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
227,2018-01-03 08:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
228,2018-01-03 09:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
229,2018-01-03 09:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
230,2018-01-03 09:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
231,2018-01-03 09:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
232,2018-01-03 10:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
233,2018-01-03 10:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
234,2018-01-03 10:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
235,2018-01-03 10:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
236,2018-01-03 11:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
237,2018-01-03 11:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
238,2018-01-03 11:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
239,2018-01-03 11:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
240,2018-01-03 12:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
241,2018-01-03 12:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
242,2018-01-03 12:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
243,2018-01-03 12:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
244,2018-01-03 13:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
245,2018-01-03 13:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
246,2018-01-03 13:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
247,2018-01-03 13:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
248,2018-01-03 14:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
249,2018-01-03 14:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
250,2018-01-03 14:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
251,2018-01-03 14:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
252,2018-01-03 15:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
253,2018-01-03 15:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
254,2018-01-03 15:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
255,2018-01-03 15:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
256,2018-01-03 16:00:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
257,2018-01-03 16:15:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
258,2018-01-03 16:30:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
259,2018-01-03 16:45:00,0.2,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
260,2018-01-03 17:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
261,2018-01-03 17:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
262,2018-01-03 17:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
263,2018-01-03 17:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
264,2018-01-03 18:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
265,2018-01-03 18:15:00,0.04,-22.0,0,0,0,0.0,-166.25,0,197.0,22.0,1,22.0,0
266,2018-01-03 18:30:00,0.04,-12.41,0,0,0,0.0,-166.25,0,197.0,12.41,1,12.41,0
267,2018-01-03 18:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
268,2018-01-03 19:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
269,2018-01-03 19:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
270,2018-01-03 19:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
271,2018-01-03 19:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
272,2018-01-03 20:00:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
273,2018-01-03 20:15:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
274,2018-01-03 20:30:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
275,2018-01-03 20:45:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
276,2018-01-03 21:00:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
277,2018-01-03 21:15:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
278,2018-01-03 21:30:00,0.04,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
279,2018-01-03 21:45:00,0.04,-9.18,0,0,0,0.0,-166.25,0,208.0,9.18,2,0,9.18
280,2018-01-03 22:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
281,2018-01-03 22:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
282,2018-01-03 22:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
283,2018-01-03 22:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
284,2018-01-03 23:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
285,2018-01-03 23:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
286,2018-01-03 23:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
287,2018-01-03 23:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
288,2018-01-04 00:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
289,2018-01-04 00:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
290,2018-01-04 00:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
291,2018-01-04 00:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
292,2018-01-04 01:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
293,2018-01-04 01:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
294,2018-01-04 01:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
295,2018-01-04 01:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
296,2018-01-04 02:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
297,2018-01-04 02:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
298,2018-01-04 02:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
299,2018-01-04 02:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
300,2018-01-04 03:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
301,2018-01-04 03:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
302,2018-01-04 03:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
303,2018-01-04 03:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
304,2018-01-04 04:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
305,2018-01-04 04:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
306,2018-01-04 04:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
307,2018-01-04 04:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
308,2018-01-04 05:00:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
309,2018-01-04 05:15:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
310,2018-01-04 05:30:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
311,2018-01-04 05:45:00,0.04,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
312,2018-01-04 06:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
313,2018-01-04 06:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
314,2018-01-04 06:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
315,2018-01-04 06:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
316,2018-01-04 07:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
317,2018-01-04 07:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
318,2018-01-04 07:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
319,2018-01-04 07:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
320,2018-01-04 08:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
321,2018-01-04 08:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
322,2018-01-04 08:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
323,2018-01-04 08:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
324,2018-01-04 09:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
325,2018-01-04 09:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
326,2018-01-04 09:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
327,2018-01-04 09:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
328,2018-01-04 10:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
329,2018-01-04 10:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
330,2018-01-04 10:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
331,2018-01-04 10:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
332,2018-01-04 11:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
333,2018-01-04 11:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
334,2018-01-04 11:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
335,2018-01-04 11:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
336,2018-01-04 12:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
337,2018-01-04 12:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
338,2018-01-04 12:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
339,2018-01-04 12:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
340,2018-01-04 13:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
341,2018-01-04 13:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
342,2018-01-04 13:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
343,2018-01-04 13:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
344,2018-01-04 14:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
345,2018-01-04 14:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
346,2018-01-04 14:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
347,2018-01-04 14:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
348,2018-01-04 15:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
349,2018-01-04 15:15:00,0.15,-22.0,0,0,0,0.0,-166.25,0,197.0,22.0,1,22.0,0
350,2018-01-04 15:30:00,0.15,-15.72,0,0,0,0.0,-166.25,0,197.0,15.72,1,15.72,0
351,2018-01-04 15:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
352,2018-01-04 16:00:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
353,2018-01-04 16:15:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
354,2018-01-04 16:30:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
355,2018-01-04 16:45:00,0.15,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
356,2018-01-04 17:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
357,2018-01-04 17:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
358,2018-01-04 17:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
359,2018-01-04 17:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
360,2018-01-04 18:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,197.0,0,1,0,0
361,2018-01-04 18:15:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
362,2018-01-04 18:30:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
363,2018-01-04 18:45:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
364,2018-01-04 19:00:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
365,2018-01-04 19:15:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
366,2018-01-04 19:30:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
367,2018-01-04 19:45:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
368,2018-01-04 20:00:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
369,2018-01-04 20:15:00,0.07,-11.0,0,0,0,0.0,-166.25,0,208.0,11.0,2,0,11.0
370,2018-01-04 20:30:00,0.07,-3.7,0,0,0,0.0,-166.25,0,208.0,3.7,2,0,3.7
371,2018-01-04 20:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
372,2018-01-04 21:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
373,2018-01-04 21:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
374,2018-01-04 21:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
375,2018-01-04 21:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
376,2018-01-04 22:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
377,2018-01-04 22:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
378,2018-01-04 22:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
379,2018-01-04 22:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
380,2018-01-04 23:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
381,2018-01-04 23:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
382,2018-01-04 23:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
383,2018-01-04 23:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
384,2018-01-05 00:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
385,2018-01-05 00:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
386,2018-01-05 00:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
387,2018-01-05 00:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
388,2018-01-05 01:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
389,2018-01-05 01:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
390,2018-01-05 01:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
391,2018-01-05 01:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
392,2018-01-05 02:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
393,2018-01-05 02:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
394,2018-01-05 02:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
395,2018-01-05 02:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
396,2018-01-05 03:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
397,2018-01-05 03:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
398,2018-01-05 03:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
399,2018-01-05 03:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
400,2018-01-05 04:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
401,2018-01-05 04:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
402,2018-01-05 04:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
403,2018-01-05 04:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
404,2018-01-05 05:00:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
405,2018-01-05 05:15:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
406,2018-01-05 05:30:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
407,2018-01-05 05:45:00,0.07,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
408,2018-01-05 06:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
409,2018-01-05 06:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
410,2018-01-05 06:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
411,2018-01-05 06:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
412,2018-01-05 07:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
413,2018-01-05 07:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
414,2018-01-05 07:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
415,2018-01-05 07:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
416,2018-01-05 08:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
417,2018-01-05 08:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,208.0,0,2,0,0
418,2018-01-05 08:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
419,2018-01-05 08:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
420,2018-01-05 09:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
421,2018-01-05 09:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
422,2018-01-05 09:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
423,2018-01-05 09:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
424,2018-01-05 10:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
425,2018-01-05 10:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
426,2018-01-05 10:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
427,2018-01-05 10:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
428,2018-01-05 11:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
429,2018-01-05 11:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
430,2018-01-05 11:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
431,2018-01-05 11:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
432,2018-01-05 12:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
433,2018-01-05 12:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
434,2018-01-05 12:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
435,2018-01-05 12:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
436,2018-01-05 13:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
437,2018-01-05 13:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
438,2018-01-05 13:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
439,2018-01-05 13:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
440,2018-01-05 14:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
441,2018-01-05 14:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
442,2018-01-05 14:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
443,2018-01-05 14:45:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
444,2018-01-05 15:00:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
445,2018-01-05 15:15:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
446,2018-01-05 15:30:00,0.13,-0.0,0,0,0.0,0.0,-166.25,0,175.0,0,0,0,0
